SalePrice,Lot.Area,Overall.Qual,Overall.Cond,Year.Built,X1st.Flr.SF,X2nd.Flr.SF,Full.Bath,Half.Bath,Bedroom.AbvGr,TotRms.AbvGrd,Mo.Sold,Yr.Sold
112000,8926,4,3,1956,960,0,1,0,3,5,10,2009
110000,12354,6,8,1920,684,512,1,0,3,7,8,2009
122000,8212,5,6,1941,854,444,1,0,3,6,9,2009
117000,10998,5,5,1941,984,620,2,0,3,6,7,2009
160000,6300,5,4,1938,832,436,1,1,3,7,7,2009
159434,4500,5,5,1932,848,672,1,0,3,6,7,2009
60000,8400,2,5,1920,438,0,1,0,1,3,1,2009
139500,9900,6,7,1940,944,545,2,0,3,7,7,2009
197000,15863,7,3,1920,1687,998,2,1,5,12,8,2009
105000,5707,6,6,1935,647,595,1,1,3,6,3,2009
135000,7804,4,3,1928,1328,653,2,0,4,7,12,2009
147500,8574,6,8,1916,1232,0,1,0,3,6,10,2009
137450,6171,6,6,1925,1160,448,2,1,3,7,10,2009
155000,7200,7,9,1936,575,560,1,0,3,6,4,2009
177000,7558,6,6,1928,1172,741,1,1,3,9,3,2009
145000,6292,7,7,1928,877,600,2,0,3,6,8,2009
137000,7155,7,8,1918,628,600,1,0,3,6,5,2009
234000,10918,7,9,1926,1276,804,1,1,3,9,6,2009
205000,13680,5,6,1940,840,727,1,1,2,6,2,2009
177500,7500,6,7,1942,753,741,1,0,3,7,11,2009
160000,9600,5,7,1940,976,332,1,1,2,7,6,2009
155000,14680,5,4,1960,1273,0,1,0,2,5,6,2009
163500,13360,5,7,1921,964,0,1,0,2,5,8,2009
154900,7681,5,6,1921,820,523,1,1,3,7,7,2009
205000,8145,7,6,1940,1240,1240,2,1,5,13,7,2009
144800,9100,5,6,1954,1112,0,1,0,2,6,10,2009
174500,12000,7,7,1941,860,704,1,1,3,7,7,2009
193000,13339,6,6,1960,1561,0,2,0,3,6,5,2009
158000,15600,5,7,1949,986,537,2,0,3,7,10,2009
158500,14000,6,8,1950,1152,0,1,0,3,6,8,2009
224000,17500,6,5,1954,1906,0,1,1,3,6,1,2009
115000,1733,6,6,1980,516,516,1,0,2,5,5,2009
137000,1488,6,6,1980,561,668,1,1,2,5,10,2009
121000,1612,6,6,1980,561,668,1,1,2,5,7,2009
124000,1300,6,6,1980,561,668,1,1,2,5,5,2009
208000,13607,6,6,1986,1182,800,2,1,3,6,4,2009
315000,17597,7,9,1971,2365,0,2,0,3,7,7,2009
222000,21695,6,9,1988,1680,0,2,0,3,5,12,2009
147000,10690,5,7,1920,672,672,1,0,3,6,7,2009
123000,8660,5,6,1900,928,928,2,0,5,11,12,2009
78000,6402,5,5,1920,596,596,1,0,3,6,7,2009
85000,8470,3,2,1915,1013,0,1,0,2,6,10,2009
75000,10200,4,6,1925,572,0,1,0,2,4,5,2009
230000,3843,8,5,2007,1648,0,2,0,2,5,6,2009
57625,21780,2,4,1910,810,0,1,0,1,4,3,2009
251000,10125,8,5,2000,1040,1012,2,1,3,7,5,2009
239686,12822,7,5,2003,1518,631,1,1,1,6,8,2009
240000,12118,7,5,2004,1710,0,2,0,3,7,4,2009
215000,12209,6,5,2001,804,1157,2,1,3,7,6,2009
156450,9750,6,6,1977,926,0,1,0,2,5,4,2009
173000,9360,6,7,1977,1287,0,1,1,2,5,11,2009
126000,10125,5,5,1977,1302,432,2,0,4,8,8,2009
173000,9947,7,5,1990,1217,0,2,0,3,6,6,2009
152000,11070,5,5,1991,1595,0,2,0,2,5,4,2009
137500,14375,6,6,1958,1344,0,1,0,3,7,1,2009
375000,215245,7,5,1965,2036,0,2,0,3,8,6,2009
315500,12898,9,5,2007,1620,0,2,0,2,6,9,2009
224500,13159,7,5,2009,846,846,2,1,3,6,7,2009
410000,13438,9,5,2008,2036,0,2,0,3,9,7,2009
316500,14463,9,5,2008,1641,0,2,0,3,7,1,2009
201000,8925,8,5,2007,1466,0,2,0,3,7,7,2009
175000,11457,6,5,1988,1412,0,2,0,3,6,3,2009
204000,9839,6,8,1980,1375,862,2,1,3,7,2,2009
213500,14419,7,5,1987,1479,0,2,1,3,7,7,2009
220000,6853,8,5,2001,1296,0,2,0,2,6,6,2009
170000,9157,7,5,2003,1072,942,2,1,3,9,2,2009
315000,14601,9,5,2006,1838,0,2,0,2,8,3,2009
425000,12633,9,5,2007,1978,0,2,0,2,7,5,2009
139500,12518,5,7,1968,1008,0,1,0,3,6,4,2009
115000,21750,5,4,1960,1771,0,1,0,3,9,11,2009
162000,4500,6,5,1998,1204,0,2,0,2,5,6,2009
165000,4500,6,5,1999,1224,0,2,0,2,5,6,2009
91000,1596,4,5,1973,526,462,1,0,2,5,11,2009
130000,9858,5,6,1968,874,0,1,0,3,5,11,2009
86000,1526,4,8,1970,630,0,1,0,1,3,5,2009
160000,13383,5,5,1969,1404,0,2,0,3,7,3,2009
80000,1477,4,4,1970,630,0,1,0,1,3,4,2009
97000,1533,4,6,1970,798,546,1,1,3,6,5,2009
88000,2217,4,4,1970,546,546,1,1,3,6,8,2009
131900,7689,5,8,1972,796,0,1,0,2,4,7,2009
131250,7706,6,5,1993,1091,0,1,0,2,5,8,2009
165500,9101,5,6,1978,1110,0,1,0,1,4,7,2009
112000,8780,5,5,1985,833,0,1,0,3,5,3,2009
149000,7669,5,6,1992,883,0,1,0,2,5,6,2009
143000,14115,5,5,1993,796,566,1,1,1,5,10,2009
130000,10429,5,5,1992,624,663,1,1,3,6,7,2009
196000,9819,6,5,1977,1567,0,2,0,2,5,5,2009
173000,10457,5,7,1969,784,848,1,1,4,7,4,2009
176500,11029,6,8,1958,1414,0,1,0,3,6,5,2008
237500,12925,6,7,1970,2117,0,2,1,4,7,5,2008
206900,11075,6,5,1969,1092,1020,2,1,4,9,6,2008
187500,8702,6,5,1997,926,678,2,1,3,7,4,2008
165000,8139,6,5,1995,680,790,2,1,3,7,10,2008
195500,9535,6,5,1998,926,678,2,1,3,7,5,2008
192000,9042,6,5,1998,943,695,2,1,3,7,7,2008
173000,15038,6,5,1996,916,720,2,1,3,7,11,2008
177900,14137,5,5,1996,1384,0,2,0,3,7,11,2008
175000,21872,7,5,1996,729,717,2,1,3,6,8,2008
286000,4923,8,5,2001,1593,0,1,1,0,5,8,2008
247900,6264,8,5,1997,1682,0,1,1,1,6,7,2008
180000,5395,8,5,1993,1337,0,2,0,2,5,10,2008
180000,5070,8,5,1992,1280,0,2,0,2,5,8,2008
181000,10839,6,5,1997,926,678,2,1,3,7,7,2008
183000,11184,6,5,1998,932,701,2,1,3,7,4,2008
188000,8000,6,5,1995,773,885,2,1,3,8,6,2008
194500,10832,7,5,1994,1086,809,2,1,3,7,10,2008
185000,14067,6,5,1991,851,858,2,1,3,7,9,2008
189000,4671,8,5,1988,1228,0,2,0,2,5,10,2008
188500,5950,8,5,1989,1337,0,2,0,2,5,4,2008
355000,13543,8,5,2005,1168,1332,3,1,5,9,7,2008
325000,11198,9,5,2005,1134,1370,2,1,4,11,6,2008
387000,15401,9,5,2004,1884,0,2,0,2,7,9,2008
115000,31220,6,2,1952,1474,0,1,0,3,7,5,2008
334000,8118,9,5,2007,1710,0,2,0,2,6,7,2008
133000,47280,6,5,1950,1488,0,2,1,3,6,7,2008
215000,20544,7,6,1986,1236,857,2,1,3,7,11,2008
226500,12680,7,6,1988,1688,0,2,0,2,6,6,2008
175500,12090,6,6,1981,1422,0,2,0,3,7,6,2008
181900,10825,7,7,1983,1260,0,2,0,3,6,7,2008
235000,18559,7,5,1978,2064,0,2,0,3,7,8,2008
220000,14450,7,5,1979,1782,0,2,0,3,6,3,2008
272000,12227,6,7,1977,1542,1330,2,1,4,11,7,2008
161000,13068,6,5,1976,1211,0,2,0,3,6,11,2008
175000,15611,5,6,1977,1126,0,2,0,3,6,3,2008
185000,10400,7,6,1980,1277,767,2,1,3,7,3,2008
146900,9743,5,6,1969,720,588,1,1,3,7,6,2008
292500,12511,7,7,1978,1420,1420,2,1,4,8,12,2008
180000,11361,6,5,1976,1523,0,2,0,3,7,5,2008
159900,10400,6,5,1976,1444,0,2,0,2,5,4,2008
205000,10480,7,6,1976,1098,866,2,1,4,8,9,2008
157000,10000,5,6,1973,1178,0,1,1,3,5,11,2008
306000,14311,8,5,1996,1236,1104,2,1,4,9,6,2008
133000,9000,5,5,1974,896,896,2,2,4,8,6,2008
151000,9750,6,8,1969,1054,0,1,1,3,6,7,2008
111900,10295,4,6,1969,936,0,1,0,2,4,9,2008
123000,7560,5,5,1971,864,0,1,0,3,5,5,2008
111250,12735,4,5,1972,864,0,1,0,3,5,4,2008
181000,4060,6,5,1998,1337,0,2,0,2,5,8,2008
103400,1680,6,5,1973,483,504,1,1,2,5,2,2008
100000,1680,6,5,1973,483,504,1,1,2,5,11,2008
100500,1890,6,6,1972,483,504,1,1,2,5,4,2008
106000,1869,6,6,1970,483,504,1,1,2,5,9,2008
85400,1680,6,5,1971,483,504,1,1,2,4,7,2008
89500,1680,6,3,1971,483,504,1,1,2,5,8,2008
111750,1680,5,5,1972,630,672,2,1,3,6,12,2008
140000,4043,6,6,1977,1069,0,2,0,2,4,10,2008
143000,2308,6,6,1975,855,601,2,1,4,7,5,2008
148500,2529,7,6,1977,1055,0,2,0,2,4,9,2008
110000,9477,5,5,1966,892,0,1,0,3,5,10,2008
394617,12444,8,5,2008,1932,0,2,0,2,7,11,2008
426000,12474,10,5,2007,1742,590,2,1,3,9,8,2008
385000,14803,10,5,2007,2084,0,2,0,2,7,6,2008
446261,14948,9,5,2008,1476,1237,2,1,3,11,11,2008
317500,12704,8,5,2007,1582,0,2,0,3,7,1,2008
372402,13891,8,5,2007,1710,0,2,0,2,6,1,2008
417500,13693,8,5,2007,2464,0,2,1,4,9,8,2008
383000,14418,9,5,2007,1950,0,2,0,2,7,5,2008
390000,13418,9,5,2006,1850,898,2,1,4,9,10,2008
460000,12539,10,5,2005,1632,1158,2,1,4,10,6,2008
379000,12151,9,5,2005,1414,917,2,1,3,9,8,2008
250000,8899,8,5,2007,948,1140,2,1,4,10,6,2008
316000,10574,8,5,2004,1170,1162,2,1,4,9,7,2008
615000,12720,10,5,2003,2470,0,1,1,1,7,2,2008
412500,13688,9,5,2003,1572,1096,2,1,3,10,3,2008
284000,10625,7,5,2003,1006,1040,2,1,3,8,8,2008
284000,10845,8,5,2003,1575,0,2,0,2,7,6,2008
421250,16900,8,5,2001,1515,1134,2,1,4,10,1,2008
370000,16451,8,5,2003,1804,886,2,1,4,9,7,2008
336860,10110,9,5,2008,1866,0,2,0,2,7,11,2008
367294,8769,9,5,2008,1702,0,1,1,1,7,10,2008
192000,12304,7,5,2005,1367,0,2,0,2,6,6,2008
274000,12677,8,5,2003,1518,0,1,1,1,6,4,2008
266000,8849,9,5,2005,1684,0,2,0,2,6,7,2008
370967,8232,9,5,2007,1800,0,2,0,2,6,6,2008
234250,6240,8,5,2006,1342,0,2,0,2,6,6,2008
219500,6240,8,5,2006,1342,0,2,0,2,6,2,2008
155000,2448,7,5,2003,764,862,2,1,2,6,10,2008
154000,2448,7,5,2003,764,862,2,1,2,6,10,2008
207000,8198,7,5,2004,1358,0,2,0,2,6,7,2008
195000,3940,7,5,2003,1455,0,2,0,2,6,8,2008
219990,3940,7,5,2004,1576,0,2,0,2,7,5,2008
191000,3182,7,5,2005,1504,0,2,0,2,7,5,2008
159895,3182,7,5,2007,1266,0,2,0,2,6,3,2008
187687,3710,7,5,2007,1246,0,2,0,2,5,3,2008
179000,9024,6,5,2004,813,702,2,1,3,8,7,2008
193000,7415,6,5,2004,864,729,2,1,3,8,4,2008
190000,9587,7,5,2005,1166,0,2,0,2,5,7,2008
176000,8029,6,5,2005,728,728,2,1,3,8,7,2008
188000,8010,7,5,2002,840,880,2,1,3,7,7,2008
213000,8396,7,5,2003,847,1139,2,1,4,9,5,2008
217300,7301,7,6,2007,1358,0,2,0,2,6,11,2008
186500,10261,6,5,2000,962,830,2,1,3,8,5,2008
226750,8220,7,5,2000,1008,884,2,1,3,8,7,2008
184000,15384,7,5,2004,788,702,2,1,3,8,2,2008
176000,7750,7,5,2002,707,707,2,1,3,6,4,2008
225000,12460,7,5,1999,1037,1285,2,1,4,8,5,2008
185900,8390,7,5,1999,873,778,2,1,3,7,5,2008
284500,9660,8,5,1997,1182,1017,2,1,3,9,9,2008
315000,9200,8,5,1998,1470,1160,2,1,4,8,6,2008
250000,14260,8,5,2000,1145,1053,2,1,4,9,12,2008
291000,11000,9,5,2000,1533,639,2,1,4,8,6,2008
350000,11675,8,5,1998,2006,0,2,0,2,5,7,2008
279500,10990,7,5,1996,1064,1061,2,1,4,12,6,2008
290000,11929,8,7,1995,1251,1250,2,1,4,9,6,2008
350000,10437,8,6,1995,2113,0,2,1,2,7,8,2008
341000,10542,7,5,1993,1325,1093,2,1,3,9,8,2008
287500,10010,7,5,1993,1108,1089,2,1,4,9,7,2008
271000,10944,7,5,1994,1223,904,2,1,3,5,8,2008
301500,14303,8,5,1994,1987,0,2,0,2,7,8,2008
235128,11932,8,5,2007,1580,0,2,0,3,7,6,2008
214000,14598,6,5,2007,894,1039,2,1,4,9,1,2008
232000,11957,8,5,2006,1574,0,2,0,3,7,7,2008
240000,13253,7,5,2006,1578,0,2,0,3,7,5,2008
264132,14587,9,5,2008,1506,0,2,0,2,6,8,2008
245000,10206,8,5,2007,1563,0,2,0,3,6,10,2008
227680,12274,7,5,2008,1428,0,2,0,3,6,7,2008
257000,9801,8,5,2007,1341,520,3,0,3,7,7,2008
297900,9428,8,5,2007,955,919,2,1,3,8,2,2008
247000,10037,8,5,2006,1460,0,2,0,3,6,8,2008
212700,8640,8,5,2007,1372,0,2,0,3,6,7,2008
250580,8640,7,5,2007,1372,0,2,0,3,6,5,2008
182000,11639,7,5,2007,1428,0,2,0,3,6,12,2008
226700,9803,7,5,2005,866,902,2,1,3,7,2,2008
250000,9375,8,5,2003,1053,939,2,1,3,9,8,2008
250000,10625,7,5,2005,1026,932,2,1,3,9,7,2008
339750,10800,8,5,2007,1050,1028,2,1,3,8,4,2008
205950,8125,7,6,2007,822,843,2,1,3,7,5,2008
256000,10625,8,5,2007,1660,0,2,0,3,7,6,2008
230348,7500,7,5,2007,1218,0,2,0,2,6,4,2008
207500,8791,6,5,2003,864,864,2,1,3,7,5,2008
141000,7500,7,5,2004,1080,0,1,0,3,6,4,2008
188000,10110,6,5,2003,835,861,2,1,3,7,7,2008
192500,12774,7,5,2003,835,828,2,1,3,8,7,2008
146000,13072,6,5,2005,1175,0,1,0,3,6,6,2008
159000,13695,5,5,2004,1114,0,1,1,3,6,6,2008
155000,13695,6,5,2003,1114,0,1,0,3,6,7,2008
173000,8366,6,5,2004,798,842,2,1,3,6,12,2008
170000,9260,7,5,2007,1162,0,2,0,3,6,3,2008
182000,8453,6,5,1995,754,855,2,1,3,6,4,2008
163000,8480,6,5,1993,886,794,2,1,3,7,10,2008
193500,8125,6,5,1994,1679,0,2,0,3,7,10,2008
189000,14565,7,5,1994,832,825,2,1,3,6,11,2008
190500,8450,6,5,2001,827,850,2,1,3,7,9,2008
175000,8285,7,5,1992,844,893,2,1,3,7,5,2008
179200,7153,6,5,1991,1294,0,2,0,3,6,6,2008
187000,9291,6,5,1993,832,878,2,1,3,7,6,2008
193000,8012,6,5,1993,1617,0,2,0,2,5,7,2008
153900,7892,6,5,1993,1199,0,2,0,2,5,3,2008
128000,9100,5,5,1963,984,0,1,0,3,5,8,2008
144000,12968,5,6,1962,912,0,1,0,2,4,9,2008
135000,8100,5,8,1961,864,0,1,0,3,5,7,2008
115000,8450,5,5,1968,890,0,1,0,3,5,4,2008
119916,6360,5,5,1963,864,0,1,0,3,5,1,2008
142000,6768,6,8,1961,912,0,1,0,3,5,5,2008
192000,19508,6,5,1974,1430,0,2,0,3,6,7,2008
140000,10759,5,4,1972,1001,640,2,0,4,5,7,2008
290000,9205,6,5,1990,1364,1319,2,1,4,9,6,2008
372500,11025,9,5,1993,1827,959,2,1,4,10,6,2008
196000,4282,7,5,2004,1391,0,2,0,2,5,7,2008
171900,4017,7,5,2006,625,625,2,1,2,5,3,2008
178000,3435,7,5,2004,1245,0,2,0,1,5,6,2008
165000,3180,6,5,2005,600,600,2,1,2,5,5,2008
146000,3180,7,5,2007,703,689,2,0,2,5,3,2008
146000,3604,7,5,2007,703,689,2,0,2,5,2,2008
179400,2280,7,5,1999,757,744,2,1,3,6,8,2008
172900,2280,6,5,1999,757,792,2,1,3,6,4,2008
300000,4765,9,5,2000,1638,0,2,0,2,5,7,2008
285000,4538,9,5,2001,1310,0,1,1,1,5,7,2008
290000,4385,9,5,2001,1419,0,1,1,2,5,9,2008
305000,4109,9,5,1999,1557,0,2,0,2,5,6,2008
328900,5119,9,5,1999,1709,0,2,0,2,5,1,2008
160000,2160,7,5,1999,624,628,2,1,2,4,3,2008
170000,2160,7,5,1999,684,720,2,1,3,5,6,2008
223000,10646,7,5,2001,872,917,2,1,3,7,6,2008
170000,2645,8,5,1999,962,624,2,1,3,7,12,2008
200000,2645,8,5,1999,962,645,2,1,3,7,12,2008
345000,3951,10,5,1998,1469,924,2,1,2,7,2,2008
245500,14963,8,5,1996,1288,0,1,1,1,4,12,2008
217500,11064,8,5,1995,1239,0,1,1,1,4,8,2008
324000,10846,8,5,1993,1719,0,1,1,1,6,5,2008
162500,11120,6,6,1984,1232,0,2,0,3,6,6,2008
150000,24572,9,3,1977,1599,1345,2,2,3,9,6,2008
290000,16280,8,9,1976,1671,0,3,0,3,6,5,2008
205000,7500,7,5,2002,952,860,2,1,3,7,4,2008
174000,10400,7,6,1970,1682,0,2,0,3,7,5,2008
183000,11104,6,6,1969,1427,0,2,0,4,7,5,2008
150000,11050,6,5,1968,1740,0,1,1,4,8,10,2008
145000,11040,6,7,1971,1258,0,2,0,3,5,10,2008
215000,15387,7,7,1967,1620,0,2,0,4,8,8,2008
140500,9750,5,6,1965,1625,0,2,0,4,8,8,2008
240000,10800,6,7,1974,1548,1066,2,1,4,9,6,2008
141000,8814,5,6,1968,732,732,1,1,4,7,6,2008
147000,8872,5,8,1965,912,0,1,0,2,5,12,2008
135000,8125,5,7,1965,925,0,1,0,3,5,7,2008
145000,11072,5,5,1965,1728,0,2,0,6,10,11,2008
142600,13101,5,5,1965,1728,0,2,0,6,10,11,2008
135000,9246,5,5,1973,1656,0,2,0,4,8,11,2008
170000,13355,7,6,1971,845,825,1,1,4,7,5,2008
299800,8963,8,9,1976,1175,1540,3,1,4,11,7,2008
185000,9120,6,6,1974,943,933,2,1,4,8,7,2008
173000,9130,6,8,1966,800,832,1,1,4,7,7,2008
178400,12122,7,9,1961,999,0,1,0,3,6,7,2008
176000,9900,7,5,1968,1098,880,2,1,4,9,4,2008
98000,7785,5,5,1956,1014,0,1,0,2,6,3,2008
109008,8593,4,6,1957,907,0,1,0,3,5,7,2008
135750,8475,4,7,1956,952,0,1,0,2,4,4,2008
155000,8700,5,6,1963,1128,0,2,0,3,6,12,2008
180500,10175,6,5,1964,1425,0,2,0,3,7,7,2008
174900,9020,6,7,1966,1165,0,1,1,3,6,5,2008
140000,9200,6,6,1965,1136,0,1,0,3,5,7,2008
145000,8250,6,7,1964,1092,0,1,0,3,6,7,2008
179900,9350,5,8,1965,1265,0,2,0,3,6,10,2008
168500,9020,6,5,1964,1350,0,1,1,3,6,6,2008
140000,9900,5,5,1961,1114,0,1,0,3,5,5,2008
145500,10007,5,7,1959,1053,0,1,1,3,5,8,2008
142000,10721,6,6,1959,1252,0,1,0,3,7,10,2008
141000,12493,4,5,1960,1100,0,1,0,3,6,4,2008
153000,11332,5,7,1960,1118,0,1,0,3,6,8,2008
72500,6627,3,6,1949,720,0,1,0,2,4,7,2008
52000,4130,3,6,1935,729,0,1,0,2,5,7,2008
118000,7420,5,6,1939,1077,0,1,0,2,5,1,2008
87000,4882,4,7,1937,453,453,1,0,2,5,9,2008
141500,9600,5,6,1960,1496,0,2,0,3,6,2,2008
119000,9600,6,5,1950,1032,220,1,0,3,6,4,2008
141500,9600,5,8,1950,1337,0,1,0,3,7,9,2008
165500,9600,6,6,1955,1661,0,1,0,3,8,10,2008
112900,7584,5,5,1953,1036,0,1,0,3,5,6,2008
201800,13700,7,6,1965,902,918,1,2,4,8,5,2008
163000,10197,6,5,1961,1362,0,1,1,3,6,6,2008
139950,7875,5,6,1961,1144,0,1,0,3,6,9,2008
174000,8400,6,9,1962,1537,0,1,1,3,7,7,2008
165000,9150,6,5,1962,1431,0,1,0,3,6,12,2008
227000,14670,6,7,1966,1104,884,2,1,4,9,8,2008
135000,7390,5,7,1955,1098,0,1,0,3,6,7,2008
124000,9204,5,5,1963,1144,0,1,1,3,6,8,2008
140000,7763,5,7,1962,1283,0,1,0,3,6,10,2008
136500,8856,5,4,1957,1176,0,1,0,3,6,5,2008
185000,9840,5,7,1959,1440,0,2,0,2,7,6,2008
163000,9120,6,6,1958,1261,0,1,0,3,6,11,2008
166800,13200,6,6,1958,1570,0,1,0,3,5,5,2008
139000,9000,6,5,1956,1196,0,1,0,2,6,5,2008
166000,11900,6,5,1957,1392,0,1,1,3,6,6,2008
136000,9464,6,7,1958,1080,0,1,0,3,5,6,2008
133000,10425,5,5,1956,1104,0,1,0,3,5,4,2008
116000,11556,5,6,1952,882,0,1,0,2,4,5,2008
137500,9373,5,6,1953,1152,0,1,1,3,6,5,2008
130000,12774,5,5,1953,950,0,1,0,2,5,7,2008
180000,14250,6,5,1957,1790,0,2,0,3,6,9,2008
139000,7350,5,7,1951,952,0,1,0,2,4,6,2008
110000,7677,5,5,1953,773,0,1,0,2,4,4,2008
100000,8838,5,3,1957,1764,0,2,1,4,7,10,2008
118500,8480,5,5,1947,832,384,1,0,2,6,10,2008
146000,12436,5,5,1957,1824,0,2,0,5,9,1,2008
89900,10122,4,6,1948,869,0,1,0,1,3,8,2008
114000,7506,5,8,1925,747,412,1,0,3,5,5,2008
140000,10930,5,6,1945,1048,510,1,1,3,6,4,2008
86900,5400,4,7,1940,672,0,1,0,2,4,7,2008
139000,10836,5,5,1922,1254,182,1,0,3,7,6,2008
106250,10800,4,7,1900,694,600,2,0,3,7,8,2008
171000,9247,6,6,1962,858,858,1,1,4,8,3,2008
139000,10180,5,6,1968,1044,0,1,1,3,5,6,2008
186000,11355,7,7,1958,1312,0,1,1,3,6,4,2008
157000,10920,6,5,1960,1253,0,1,1,2,5,5,2008
148000,12929,6,6,1960,1081,0,1,0,3,5,6,2008
242000,27650,7,7,1960,2069,0,2,0,4,9,11,2008
116000,8892,5,7,1953,910,0,1,0,3,5,10,2008
94000,7200,5,7,1951,876,0,1,0,2,5,2,2008
98300,7200,5,5,1950,1048,0,1,0,3,7,7,2008
127000,7910,5,5,1960,1507,0,2,0,4,7,8,2008
159000,8000,5,6,1959,1256,0,1,1,3,6,5,2008
125900,8000,5,5,1962,1027,0,1,0,3,6,11,2008
155000,7931,5,6,1960,1269,0,1,1,3,6,6,2008
138000,8064,6,6,1948,819,501,2,0,3,5,9,2008
112500,6390,6,7,1954,984,0,1,0,2,4,6,2008
105500,7227,6,6,1954,832,0,1,0,2,4,6,2008
127500,7200,6,5,1954,854,424,1,0,4,6,4,2008
130000,8513,5,5,1961,1800,0,2,0,6,10,11,2008
150000,7200,5,6,1955,1024,564,1,1,3,6,3,2008
109500,7200,5,7,1954,825,0,1,0,2,4,7,2008
140000,7056,6,5,1963,983,813,1,1,4,8,10,2008
167900,9760,6,6,1964,798,813,1,1,4,7,6,2008
136870,7590,5,5,1963,1117,0,1,0,3,6,5,2008
143000,9836,6,5,2008,1133,0,1,0,3,7,12,2008
73000,5232,5,5,1925,764,0,1,0,2,4,6,2008
157500,10440,5,8,1904,958,581,2,0,3,8,6,2008
122600,9184,5,7,1948,948,375,1,0,3,6,7,2008
111000,4800,5,5,1910,680,680,1,0,2,6,1,2008
256000,10440,6,7,1920,1584,1208,2,0,5,8,6,2008
64000,4800,5,4,1940,672,0,1,0,2,4,8,2008
139500,6000,6,7,1915,728,728,1,1,4,7,6,2008
118000,11426,4,6,1910,828,658,2,0,3,9,6,2008
200000,11426,7,5,2003,1362,720,2,1,3,6,6,2008
119164,7628,4,6,1940,1095,561,2,0,2,8,5,2008
122250,7308,5,5,1920,960,780,1,0,2,6,6,2008
120000,5400,7,6,1920,1027,0,1,0,2,5,2,2008
155000,10800,6,6,1940,884,552,2,0,3,8,5,2008
78000,6756,5,6,1910,899,0,1,0,2,5,9,2008
95000,5914,5,9,1890,684,396,1,0,3,5,9,2008
115000,6000,5,5,1948,789,0,1,0,2,5,4,2008
147000,12000,5,7,1948,1122,0,1,0,2,6,5,2008
140000,9000,5,6,1946,904,595,1,0,3,5,6,2008
46500,7311,2,5,1946,407,0,1,0,1,3,3,2008
112500,6000,5,6,1957,928,0,1,0,3,5,6,2008
107900,6000,4,7,1954,901,0,1,0,2,4,8,2008
65000,12205,3,1,1949,1588,0,2,0,5,6,12,2008
295000,18386,7,9,1880,1675,1818,3,0,3,10,5,2008
139500,9142,5,5,1900,830,797,2,0,4,10,2,2008
153900,12665,5,8,1915,876,540,1,1,4,7,6,2008
132000,5350,7,8,1920,730,720,1,0,3,7,3,2008
98000,4571,5,5,1916,624,720,1,0,4,7,5,2008
114000,9143,5,7,1900,709,308,1,0,2,5,5,2008
130000,9600,5,5,1920,1377,973,2,0,4,10,4,2008
129500,9600,6,5,1917,1134,924,1,1,3,8,4,2008
129400,6000,5,9,1905,884,656,1,1,3,7,2,2008
161000,9600,7,9,1928,689,689,2,0,3,7,10,2008
163000,10800,6,7,1905,1221,691,2,0,3,7,4,2008
128000,6300,6,6,1914,742,742,2,0,3,9,6,2008
122000,5250,8,5,1872,938,1215,2,0,4,8,12,2008
116900,5700,7,7,1926,572,539,1,0,2,5,8,2008
325000,13500,10,9,1893,1521,1254,3,1,3,9,7,2008
55000,11340,2,1,1920,723,363,1,0,2,5,11,2008
184000,10800,7,7,1890,1313,1182,2,0,5,10,12,2008
110000,9750,5,6,1959,984,0,1,0,2,5,6,2008
131500,12150,5,5,1954,1050,745,2,0,4,7,11,2008
97000,12702,5,5,1956,882,0,1,0,2,4,12,2008
115500,8516,4,6,1958,1093,0,1,0,2,5,5,2008
138000,7111,5,7,1928,1143,0,1,0,2,5,7,2008
108000,7425,7,7,1945,1195,473,1,1,3,8,8,2008
79500,9100,5,6,1930,779,0,1,0,2,4,8,2008
153000,7010,5,5,1935,1144,594,2,0,3,6,7,2008
109500,6130,5,6,1924,784,0,1,0,2,5,5,2008
124000,5000,5,7,1941,832,378,1,0,3,6,5,2008
106900,5870,6,9,1900,736,554,1,1,3,6,4,2008
164900,6000,6,7,1940,1014,658,1,1,3,6,7,2008
119000,6000,5,7,1924,949,0,1,0,2,5,7,2008
120000,6000,6,7,1929,950,208,1,0,3,5,7,2008
157000,6000,6,7,1937,825,672,2,0,3,5,5,2008
105000,6000,6,5,1939,874,468,2,0,2,7,4,2008
113000,5000,6,7,1926,1013,0,1,0,3,6,4,2008
115000,5520,5,7,1920,565,651,1,0,3,6,4,2008
79000,5940,4,7,1946,896,0,1,0,2,4,4,2008
123000,6240,4,7,1929,624,512,1,0,2,6,8,2008
81300,6120,5,6,1945,808,0,1,0,1,6,6,2008
162900,6240,5,7,1930,1128,445,2,0,3,8,6,2008
150000,6240,7,5,1939,1245,764,2,0,4,7,1,2008
123500,6120,5,5,1923,1226,676,2,0,4,7,10,2008
129900,6120,7,5,1931,1022,752,2,0,2,8,4,2008
128000,6155,6,8,1920,751,611,2,0,3,6,6,2008
68500,6324,4,6,1927,520,0,1,0,1,4,5,2008
127000,8635,5,5,1948,1072,213,1,0,2,6,1,2008
207000,13053,6,7,1923,1053,795,1,1,4,8,6,2008
184000,9120,7,6,1925,1133,687,2,0,4,8,6,2008
